a,440.0
a#,476.6666666666667
h,513.3333333333334
c,550.0
c#,586.6666666666666
d,623.3333333333334
d#,660.0
e,696.6666666666667
f,733.3333333333333
f#,770.0
g,806.6666666666667
g#,843.3333333333333
